,clk_period_design,wns,sim_clk,decoders,decoders_per_subunit,C,vth,addon,tech,design_name,power_folder,is_nominal_gf22,is_ssg_asap7,power_type,power_clock_network,power_register,power_combinational,power_net_switching,power_cell_internal,power_cell_leakage,power_total,power_lut_int_power,power_lut_switch_power,power_lut_leak_power,power_lut_total_power,power_fp_adder_int_power,power_fp_adder_switch_power,power_fp_adder_leak_power,power_fp_adder_total_power,power_encoder_4_int_power,power_encoder_4_switch_power,power_encoder_4_leak_power,power_encoder_4_total_power,power_encoder_int_power,power_encoder_switch_power,power_encoder_leak_power,power_encoder_total_power,power_decoder_int_power,power_decoder_switch_power,power_decoder_leak_power,power_decoder_total_power,instance_count,area,area_lut,instance_count_lut,area_fp_adder,instance_count_fp_adder,area_encoder_4,instance_count_encoder_4,area_encoder,instance_count_encoder,area_decoder,instance_count_decoder,utilization
0,1700,16,1716,8,4,16,SL,,22,22_8_4_16_1700_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1700_TT_SL-1716-execute,False,False,execute,1.422e-03,6.646e-04,3.506e-03,3.007e-03,2.007e-03,5.788e-04,5.593e-03,6.21e-05,0.000149,5.6e-05,0.000267,4.98e-05,9.44e-05,6.4e-06,0.000151,0.000412,0.000439,6.36e-05,0.000915,9.47e-05,9.81e-05,1.58e-05,0.000209,0.000179,0.000256,6.42e-05,0.000498,95497,61579.116,6011.1,8869.0,609.423,1544.0,6905.933,10041.0,1713.055,2488.0,6803.564,10595.0,0.72746
1,1700,16,1716,8,4,16,SL,,22,22_8_4_16_1700_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1700_TT_SL-1716-write,False,False,write,1.945e-03,4.841e-04,8.140e-04,1.249e-03,1.413e-03,5.813e-04,3.243e-03,3.56e-05,9.03e-05,5.79e-05,0.000184,0.0,0.0,6.37e-06,6.37e-06,0.000347,0.000113,6.08e-05,0.000521,7.82e-05,7.94e-06,1.51e-05,0.000101,0.000113,8.42e-05,6.68e-05,0.000264,95497,61579.116,6011.1,8869.0,609.423,1544.0,6905.933,10041.0,1713.055,2488.0,6803.564,10595.0,0.72746
2,1700,216,1916,8,4,16,SL,,22,22_8_4_16_1700_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1700_TT_SL-1916-execute,False,False,execute,1.276e-03,6.373e-04,3.157e-03,2.693e-03,1.798e-03,5.788e-04,5.070e-03,5.56e-05,0.000134,5.6e-05,0.000245,4.46e-05,8.46e-05,6.4e-06,0.000136,0.000369,0.000394,6.36e-05,0.000826,8.48e-05,8.78e-05,1.58e-05,0.000188,0.00016,0.000229,6.42e-05,0.000453,95497,61579.116,6011.1,8869.0,609.423,1544.0,6905.933,10041.0,1713.055,2488.0,6803.564,10595.0,0.72746
3,1700,216,1916,8,4,16,SL,,22,22_8_4_16_1700_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1700_TT_SL-1916-write,False,False,write,1.744e-03,4.784e-04,7.432e-04,1.119e-03,1.265e-03,5.813e-04,2.965e-03,3.19e-05,8.09e-05,5.79e-05,0.000171,0.0,0.0,6.37e-06,6.37e-06,0.000311,0.000101,6.08e-05,0.000473,7e-05,7.11e-06,1.51e-05,9.22e-05,0.000101,7.54e-05,6.68e-05,0.000243,95497,61579.116,6011.1,8869.0,609.423,1544.0,6905.933,10041.0,1713.055,2488.0,6803.564,10595.0,0.72746
4,1700,20,1720,8,4,16,SL,nominal,22,22_8_4_16_1700_TT_nominal_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1700_TT_nominal_SL-1720-execute,True,False,execute,2.196e-03,1.144e-03,5.097e-03,4.298e-03,3.069e-03,1.070e-03,8.437e-03,0.000111,0.000233,0.000107,0.00045,5.44e-05,0.00011,8.17e-06,0.000172,0.000674,0.000696,0.000121,0.00149,0.000156,0.000149,3e-05,0.000334,0.000269,0.000361,0.000118,0.000749,94797,60382.833,6014.228,8871.0,455.936,1449.0,6909.793,10053.0,1714.053,2491.0,6645.151,10503.0,0.7203499999999999
5,1700,20,1720,8,4,16,SL,nominal,22,22_8_4_16_1700_TT_nominal_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1700_TT_nominal_SL-1720-write,True,False,write,3.010e-03,9.258e-04,1.314e-03,1.903e-03,2.261e-03,1.086e-03,5.250e-03,6.29e-05,0.000144,0.000112,0.000319,0.0,0.0,8e-06,8e-06,0.000555,0.000204,0.000116,0.000875,0.000125,1.26e-05,2.88e-05,0.000166,0.000186,0.000149,0.000125,0.00046,94797,60382.833,6014.228,8871.0,455.936,1449.0,6909.793,10053.0,1714.053,2491.0,6645.151,10503.0,0.7203499999999999
6,1700,220,1920,8,4,16,SL,nominal,22,22_8_4_16_1700_TT_nominal_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1700_TT_nominal_SL-1920-execute,True,False,execute,1.970e-03,1.107e-03,4.593e-03,3.850e-03,2.750e-03,1.070e-03,7.670e-03,9.93e-05,0.000209,0.000107,0.000414,4.87e-05,9.84e-05,8.17e-06,0.000155,0.000604,0.000623,0.000121,0.00135,0.000139,0.000133,3e-05,0.000303,0.000241,0.000323,0.000118,0.000683,94797,60382.833,6014.228,8871.0,455.936,1449.0,6909.793,10053.0,1714.053,2491.0,6645.151,10503.0,0.7203499999999999
7,1700,220,1920,8,4,16,SL,nominal,22,22_8_4_16_1700_TT_nominal_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1700_TT_nominal_SL-1920-write,True,False,write,2.700e-03,9.171e-04,1.200e-03,1.705e-03,2.026e-03,1.086e-03,4.817e-03,5.64e-05,0.000129,0.000112,0.000297,0.0,0.0,8e-06,8e-06,0.000497,0.000182,0.000116,0.000796,0.000112,1.13e-05,2.88e-05,0.000152,0.000166,0.000134,0.000125,0.000425,94797,60382.833,6014.228,8871.0,455.936,1449.0,6909.793,10053.0,1714.053,2491.0,6645.151,10503.0,0.7203499999999999
8,1800,24,1824,8,4,16,SL,,22,22_8_4_16_1800_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1800_TT_SL-1824-execute,False,False,execute,1.304e-03,6.348e-04,3.247e-03,2.738e-03,1.872e-03,5.753e-04,5.186e-03,5.68e-05,0.000142,5.6e-05,0.000254,4.26e-05,8.41e-05,5.66e-06,0.000132,0.000389,0.000408,6.36e-05,0.000861,8.99e-05,9.19e-05,1.58e-05,0.000198,0.000164,0.000244,6.36e-05,0.000472,95651,61471.887,6025.743,8887.0,575.278,1550.0,6912.655,10034.0,1715.584,2489.0,6782.73,10622.0,0.72698
9,1800,24,1824,8,4,16,SL,,22,22_8_4_16_1800_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1800_TT_SL-1824-write,False,False,write,1.795e-03,4.806e-04,7.798e-04,1.141e-03,1.336e-03,5.780e-04,3.055e-03,3.11e-05,7.86e-05,5.78e-05,0.000168,0.0,0.0,5.68e-06,5.68e-06,0.000328,0.000107,6.08e-05,0.000496,7.44e-05,7.8e-06,1.51e-05,9.74e-05,0.000107,9.78e-05,6.63e-05,0.000271,95651,61471.887,6025.743,8887.0,575.278,1550.0,6912.655,10034.0,1715.584,2489.0,6782.73,10622.0,0.72698
10,1800,224,2024,8,4,16,SL,,22,22_8_4_16_1800_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1800_TT_SL-2024-execute,False,False,execute,1.177e-03,6.120e-04,2.942e-03,2.468e-03,1.687e-03,5.753e-04,4.730e-03,5.12e-05,0.000128,5.6e-05,0.000235,3.84e-05,7.58e-05,5.66e-06,0.00012,0.000351,0.000368,6.36e-05,0.000782,8.1e-05,8.28e-05,1.58e-05,0.00018,0.000148,0.00022,6.36e-05,0.000431,95651,61471.887,6025.743,8887.0,575.278,1550.0,6912.655,10034.0,1715.584,2489.0,6782.73,10622.0,0.72698
11,1800,224,2024,8,4,16,SL,,22,22_8_4_16_1800_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1800_TT_SL-2024-write,False,False,write,1.619e-03,4.755e-04,7.158e-04,1.028e-03,1.204e-03,5.780e-04,2.810e-03,2.8e-05,7.09e-05,5.78e-05,0.000157,0.0,0.0,5.68e-06,5.68e-06,0.000296,9.62e-05,6.08e-05,0.000453,6.71e-05,7.03e-06,1.51e-05,8.92e-05,9.65e-05,8.81e-05,6.63e-05,0.000251,95651,61471.887,6025.743,8887.0,575.278,1550.0,6912.655,10034.0,1715.584,2489.0,6782.73,10622.0,0.72698
12,1800,8,1808,8,4,16,SL,nominal,22,22_8_4_16_1800_TT_nominal_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1800_TT_nominal_SL-1808-execute,True,False,execute,2.069e-03,1.124e-03,4.892e-03,4.098e-03,2.909e-03,1.077e-03,8.085e-03,0.000104,0.000223,0.000107,0.000434,5.07e-05,0.000105,7.93e-06,0.000163,0.000634,0.000637,0.000123,0.00139,0.000148,0.000143,3.04e-05,0.000322,0.000256,0.000346,0.000119,0.000721,94944,60489.661,6024.412,8888.0,451.743,1447.0,6951.593,10098.0,1723.039,2498.0,6651.674,10519.0,0.72717
13,1800,8,1808,8,4,16,SL,nominal,22,22_8_4_16_1800_TT_nominal_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1800_TT_nominal_SL-1808-write,True,False,write,2.863e-03,9.133e-04,1.272e-03,1.800e-03,2.156e-03,1.093e-03,5.049e-03,5.75e-05,0.000124,0.000112,0.000294,0.0,0.0,7.75e-06,7.75e-06,0.000522,0.000179,0.000118,0.000819,0.000119,1.18e-05,2.92e-05,0.00016,0.000178,0.000132,0.000126,0.000436,94944,60489.661,6024.412,8888.0,451.743,1447.0,6951.593,10098.0,1723.039,2498.0,6651.674,10519.0,0.72717
14,1800,208,2008,8,4,16,SL,nominal,22,22_8_4_16_1800_TT_nominal_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1800_TT_nominal_SL-2008-execute,True,False,execute,1.866e-03,1.090e-03,4.431e-03,3.690e-03,2.620e-03,1.077e-03,7.387e-03,9.4e-05,0.0002,0.000107,0.000402,4.57e-05,9.41e-05,7.93e-06,0.000148,0.00057,0.000574,0.000123,0.00127,0.000133,0.000129,3.04e-05,0.000293,0.00023,0.000312,0.000119,0.000661,94944,60489.661,6024.412,8888.0,451.743,1447.0,6951.593,10098.0,1723.039,2498.0,6651.674,10519.0,0.72717
15,1800,208,2008,8,4,16,SL,nominal,22,22_8_4_16_1800_TT_nominal_SL,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_1800_TT_nominal_SL-2008-write,True,False,write,2.581e-03,9.065e-04,1.168e-03,1.620e-03,1.941e-03,1.093e-03,4.655e-03,5.17e-05,0.000112,0.000112,0.000276,0.0,0.0,7.75e-06,7.75e-06,0.00047,0.000161,0.000118,0.00075,0.000107,1.06e-05,2.92e-05,0.000147,0.00016,0.000119,0.000126,0.000406,94944,60489.661,6024.412,8888.0,451.743,1447.0,6951.593,10098.0,1723.039,2498.0,6651.674,10519.0,0.72717
16,2900,64,2964,8,4,16,L,,22,22_8_4_16_2900_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_2900_TT_L-2964-execute,False,False,execute,8.112e-04,1.639e-04,1.936e-03,1.720e-03,1.162e-03,2.920e-05,2.911e-03,3e-05,7.95e-05,2.78e-06,0.000112,3.17e-05,5.96e-05,3.76e-07,9.17e-05,0.000221,0.000195,3.12e-06,0.000419,5.33e-05,5.23e-05,7.76e-07,0.000106,0.000101,0.000149,3.24e-06,0.000253,97060,62671.631,6024.279,8873.0,665.8,1715.0,6915.118,10065.0,1718.047,2501.0,6878.377,10773.0,0.72092
17,2900,64,2964,8,4,16,L,,22,22_8_4_16_2900_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_2900_TT_L-2964-write,False,False,write,1.122e-03,4.450e-05,3.771e-04,6.857e-04,8.287e-04,2.930e-05,1.544e-03,1.8e-05,4.62e-05,2.9e-06,6.71e-05,0.0,0.0,3.87e-07,3.87e-07,0.000189,2.06e-05,2.99e-06,0.000213,4.49e-05,4.47e-06,7.45e-07,5.01e-05,6.48e-05,5.11e-05,3.35e-06,0.000119,97060,62671.631,6024.279,8873.0,665.8,1715.0,6915.118,10065.0,1718.047,2501.0,6878.377,10773.0,0.72092
18,2900,264,3164,8,4,16,L,,22,22_8_4_16_2900_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_2900_TT_L-3164-execute,False,False,execute,7.599e-04,1.548e-04,1.814e-03,1.611e-03,1.089e-03,2.920e-05,2.729e-03,2.81e-05,7.44e-05,2.78e-06,0.000105,2.97e-05,5.59e-05,3.76e-07,8.6e-05,0.000207,0.000182,3.12e-06,0.000393,4.99e-05,4.9e-05,7.76e-07,9.97e-05,9.46e-05,0.00014,3.24e-06,0.000237,97060,62671.631,6024.279,8873.0,665.8,1715.0,6915.118,10065.0,1718.047,2501.0,6878.377,10773.0,0.72092
19,2900,264,3164,8,4,16,L,,22,22_8_4_16_2900_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_2900_TT_L-3164-write,False,False,write,1.051e-03,4.302e-05,3.538e-04,6.423e-04,7.763e-04,2.930e-05,1.448e-03,1.69e-05,4.33e-05,2.9e-06,6.31e-05,0.0,0.0,3.87e-07,3.87e-07,0.000177,1.93e-05,2.99e-06,0.000199,4.21e-05,4.19e-06,7.45e-07,4.7e-05,6.07e-05,4.78e-05,3.35e-06,0.000112,97060,62671.631,6024.279,8873.0,665.8,1715.0,6915.118,10065.0,1718.047,2501.0,6878.377,10773.0,0.72092
20,2900,24,2924,8,4,16,L,nominal,22,22_8_4_16_2900_TT_nominal_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_2900_TT_nominal_L-2924-execute,True,False,execute,1.197e-03,2.452e-04,2.658e-03,2.474e-03,1.572e-03,5.490e-05,4.100e-03,4.8e-05,0.00012,5.46e-06,0.000174,2.96e-05,6.75e-05,4.09e-07,9.76e-05,0.000349,0.000355,6.21e-06,0.00071,8.12e-05,8.22e-05,1.54e-06,0.000165,0.000136,0.000208,6.08e-06,0.00035,94843,60217.631,6001.116,8868.0,452.076,1471.0,6895.616,10052.0,1711.191,2499.0,6628.777,10524.0,0.72284
21,2900,24,2924,8,4,16,L,nominal,22,22_8_4_16_2900_TT_nominal_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_2900_TT_nominal_L-2924-write,True,False,write,1.652e-03,8.455e-05,6.018e-04,1.067e-03,1.215e-03,5.554e-05,2.338e-03,2.82e-05,6.85e-05,5.69e-06,0.000102,0.0,0.0,4.04e-07,4.04e-07,0.0003,7.52e-05,5.97e-06,0.000381,6.88e-05,7.08e-06,1.48e-06,7.74e-05,9.93e-05,8.14e-05,6.38e-06,0.000187,94843,60217.631,6001.116,8868.0,452.076,1471.0,6895.616,10052.0,1711.191,2499.0,6628.777,10524.0,0.72284
22,2900,224,3124,8,4,16,L,nominal,22,22_8_4_16_2900_TT_nominal_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_2900_TT_nominal_L-3124-execute,True,False,execute,1.121e-03,2.320e-04,2.489e-03,2.315e-03,1.471e-03,5.490e-05,3.841e-03,4.49e-05,0.000113,5.46e-06,0.000163,2.77e-05,6.32e-05,4.09e-07,9.14e-05,0.000326,0.000332,6.21e-06,0.000665,7.6e-05,7.69e-05,1.54e-06,0.000154,0.000128,0.000195,6.08e-06,0.000328,94843,60217.631,6001.116,8868.0,452.076,1471.0,6895.616,10052.0,1711.191,2499.0,6628.777,10524.0,0.72284
23,2900,224,3124,8,4,16,L,nominal,22,22_8_4_16_2900_TT_nominal_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_2900_TT_nominal_L-3124-write,True,False,write,1.546e-03,8.187e-05,5.640e-04,9.990e-04,1.138e-03,5.554e-05,2.192e-03,2.64e-05,6.41e-05,5.69e-06,9.62e-05,0.0,0.0,4.04e-07,4.04e-07,0.000281,7.04e-05,5.97e-06,0.000357,6.44e-05,6.63e-06,1.48e-06,7.25e-05,9.29e-05,7.62e-05,6.38e-06,0.000176,94843,60217.631,6001.116,8868.0,452.076,1471.0,6895.616,10052.0,1711.191,2499.0,6628.777,10524.0,0.72284
24,3000,70,3070,8,4,16,L,,22,22_8_4_16_3000_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_3000_TT_L-3070-execute,False,False,execute,7.405e-04,1.565e-04,1.855e-03,1.633e-03,1.090e-03,2.895e-05,2.752e-03,2.88e-05,7.38e-05,2.79e-06,0.000105,2.89e-05,5.39e-05,3.27e-07,8.32e-05,0.000216,0.000215,3.13e-06,0.000434,5.1e-05,4.96e-05,7.79e-07,0.000101,9.55e-05,0.000136,3.19e-06,0.000235,96487,62309.279,6009.37,8863.0,683.771,1693.0,6926.3,10041.0,1729.162,2492.0,6880.64,10737.0,0.7206100000000001
25,3000,70,3070,8,4,16,L,,22,22_8_4_16_3000_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_3000_TT_L-3070-write,False,False,write,1.033e-03,4.446e-05,3.602e-04,6.315e-04,7.776e-04,2.902e-05,1.438e-03,1.72e-05,4.08e-05,2.9e-06,6.09e-05,0.0,0.0,3.32e-07,3.32e-07,0.000186,4.37e-05,2.99e-06,0.000232,4.33e-05,4.17e-06,7.47e-07,4.83e-05,6.2e-05,4.5e-05,3.3e-06,0.00011,96487,62309.279,6009.37,8863.0,683.771,1693.0,6926.3,10041.0,1729.162,2492.0,6880.64,10737.0,0.7206100000000001
26,3000,270,3270,8,4,16,L,,22,22_8_4_16_3000_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_3000_TT_L-3270-execute,False,False,execute,6.952e-04,1.482e-04,1.742e-03,1.533e-03,1.024e-03,2.895e-05,2.586e-03,2.71e-05,6.93e-05,2.79e-06,9.92e-05,2.71e-05,5.06e-05,3.27e-07,7.81e-05,0.000203,0.000202,3.13e-06,0.000408,4.79e-05,4.65e-05,7.79e-07,9.52e-05,8.97e-05,0.000128,3.19e-06,0.000221,96487,62309.279,6009.37,8863.0,683.771,1693.0,6926.3,10041.0,1729.162,2492.0,6880.64,10737.0,0.7206100000000001
27,3000,270,3270,8,4,16,L,,22,22_8_4_16_3000_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_3000_TT_L-3270-write,False,False,write,9.703e-04,4.303e-05,3.386e-04,5.929e-04,7.300e-04,2.902e-05,1.352e-03,1.62e-05,3.83e-05,2.9e-06,5.74e-05,0.0,0.0,3.32e-07,3.32e-07,0.000174,4.1e-05,2.99e-06,0.000218,4.07e-05,3.91e-06,7.47e-07,4.54e-05,5.82e-05,4.23e-05,3.3e-06,0.000104,96487,62309.279,6009.37,8863.0,683.771,1693.0,6926.3,10041.0,1729.162,2492.0,6880.64,10737.0,0.7206100000000001
28,3000,38,3038,8,4,16,L,nominal,22,22_8_4_16_3000_TT_nominal_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_3000_TT_nominal_L-3038-execute,True,False,execute,1.170e-03,2.434e-04,2.556e-03,2.411e-03,1.503e-03,5.518e-05,3.969e-03,4.48e-05,0.000115,5.48e-06,0.000166,2.83e-05,6.53e-05,4.05e-07,9.41e-05,0.000334,0.000345,6.32e-06,0.000685,7.84e-05,8.21e-05,1.57e-06,0.000162,0.000126,0.000191,6.09e-06,0.000323,94827,60326.523,6009.969,8873.0,449.546,1451.0,6952.392,10119.0,1726.566,2512.0,6634.967,10508.0,0.72494
29,3000,38,3038,8,4,16,L,nominal,22,22_8_4_16_3000_TT_nominal_L,/usr/scratch2/vilan2/janniss/outputs/power/22_8_4_16_3000_TT_nominal_L-3038-write,True,False,write,1.611e-03,7.648e-05,5.983e-04,1.049e-03,1.180e-03,5.582e-05,2.285e-03,2.77e-05,6.58e-05,5.71e-06,9.92e-05,0.0,0.0,4e-07,4e-07,0.000289,7.75e-05,6.09e-06,0.000373,6.68e-05,6.6e-06,1.51e-06,7.49e-05,9.27e-05,7.78e-05,6.39e-06,0.000177,94827,60326.523,6009.969,8873.0,449.546,1451.0,6952.392,10119.0,1726.566,2512.0,6634.967,10508.0,0.72494
